designation;nro;bprp;gabs;mass(Msun);prob
Gaia EDR3 5591098923113178240;6792;0,9786644;14,89829367;0,650496666;0,92202431
Gaia EDR3 5592154793577498240;6793;0,9484272;14,48756948;0,51593561;0,779250026
Gaia EDR3 5592911876050522240;6794;1,1697731;14,86126702;0,466336568;0,951303244
Gaia EDR3 5593517706958704384;6795;1,1615143;14,85349382;0,470591777;0,986199021
Gaia EDR3 5593544816790243328;6796;0,36128426;13,54960745;0,808644632;0,549881577
Gaia EDR3 559439835566125952;6797;-6,79E-02;11,5432238;0,581867163;0,952548921
Gaia EDR3 5595678522188605696;6798;0,30768776;13,0636888;0,687998855;0,559787273
Gaia EDR3 5595959623506476416;6799;0,32535934;13,24258121;0,734356801;0,626281083
Gaia EDR3 5596560296154249216;6800;0,9318352;14,42734108;0,508866432;0,824551284
Gaia EDR3 5596611187233522176;6801;0,7417793;14,36734525;0,677675789;0,50384587
Gaia EDR3 5596969009545788288;6802;1,1546459;14,99812508;0,51890064;0,964030445
Gaia EDR3 5597759970724418688;6803;0,81329155;14,07421076;0,498972751;0,513539672
Gaia EDR3 5597901906496636672;6804;1,0902328;14,75972135;0,498410017;0,939680159
Gaia EDR3 5598199152593121920;6805;0,101818085;13,25636671;1,03891916;0,810686588
Gaia EDR3 5598404421962710528;6806;0,90667534;14,19968272;0,461772214;0,709569752
Gaia EDR3 5598465273073116160;6807;-6,85E-02;11,66874613;0,635438536;0,954663754
Gaia EDR3 5598574704531141120;6808;0,8917618;13,99487058;0,41867669;0,586026788
Gaia EDR3 5598661329740179712;6809;6,70E-02;11,84302593;0,546817322;0,924010754
Gaia EDR3 5599423841053130112;6810;1,0963287;14,24379527;0,339849354;0,940047383
Gaia EDR3 5599451225764207488;6811;-8,41E-02;12,07363073;0,825221308;0,93007493
Gaia EDR3 5599579731185627520;6812;0,68683624;13,94882121;0,573466026;0,60393846
Gaia EDR3 5600681304384674688;6813;0,93271255;14,37668621;0,49386739;0,739002466
Gaia EDR3 560091983401665920;6814;0,13558578;12,16922311;0,576349655;0,87556839
Gaia EDR3 56010088686601856;6815;0,8952198;14,61516526;0,609330241;0,861168504
Gaia EDR3 5601056821983603968;6816;-5,68E-02;11,53039478;0,56604119;0,948956251
Gaia EDR3 5601233151850995584;6817;1,2652054;15,07832809;0,453682705;0,98437196
Gaia EDR3 5601813767005671680;6818;0,9718895;14,87152296;0,645107315;0,913333535
Gaia EDR3 5602379190880667904;6819;1,1156178;14,77645653;0,484039633;0,975995362
Gaia EDR3 5602538684468830976;6820;0,7884445;14,12995541;0,599745516;0,492210805
Gaia EDR3 5602672550010235008;6821;5,80E-02;11,92110733;0,583640699;0,932856262
Gaia EDR3 5602997047676854144;6822;0,2554493;12,54946585;0,560897277;0,680497468
Gaia EDR3 560307139785425280;6823;0,837595;14,87872519;0,780161204;0,562291503
Gaia EDR3 5604216131195297664;6824;0,14905357;12,13503591;0,550186047;0,921004772
Gaia EDR3 56048945255703680;6825;1,0098305;14,67207499;0,532507576;0,851563454
Gaia EDR3 5605109553114516352;6826;0,8563423;14,5361429;0,617989784;0,753606677
Gaia EDR3 5605383430285597696;6827;1,0535984;15,57447366;0,860824868;0,971954763
Gaia EDR3 5605433496730897024;6828;-0,23052597;11,8342028;0,930714856;0,909305215
Gaia EDR3 560554087519757696;6829;1,1503181;15,12236362;0,567151095;0,970080614
Gaia EDR3 560568793490187264;6830;-6,17E-02;10,52854365;0,329043821;0,941131234
Gaia EDR3 5606764386835758720;6831;9,21E-02;12,01478964;0,575253587;0,927361131
Gaia EDR3 5606925843242905088;6832;1,2956543;15,24162842;0,472904584;0,972572446
Gaia EDR3 5608286518940423680;6833;0,84272194;14,51367298;0,700423851;0,484142363
Gaia EDR3 5610019383627108352;6834;0,49829865;13,45235246;0,596951109;0,617456555
Gaia EDR3 5611744006283630720;6835;-3,03E-02;12,21969875;0,823024805;0,9524858
Gaia EDR3 5612050044164184448;6836;0,55568504;13,65581714;0,609367449;0,52075088
Gaia EDR3 561231932144411008;6837;1,2120476;15,31784366;0,578301624;0,974240303
Gaia EDR3 5612555033538391424;6838;1,2922478;14,8873474;0,365296331;0,956804991
Gaia EDR3 5613232813743707904;6839;0,34295845;12,75639526;0,529309049;0,689164937
Gaia EDR3 5614208699025223040;6840;0,6604099;14,29436583;0,74276202;0,526750982
Gaia EDR3 5616275089391624832;6841;0,7614975;14,59623011;0,748018194;0,510931671
Gaia EDR3 561702935437377024;6842;0,86769676;14,25746527;0,507870793;0,632325888
Gaia EDR3 5617046946554148608;6843;1,0628109;15,48142482;0,814037819;0,801108241
Gaia EDR3 5617205933369326592;6844;6,75E-02;10,82829861;0,305524063;0,927646041
Gaia EDR3 5617818155189050624;6845;1,2182922;14,70646961;0,37685045;0,923223495
Gaia EDR3 5618137425879223424;6846;0,87049675;14,28565705;0,513605569;0,622069359
Gaia EDR3 561938815042266624;6847;0,46998024;13,58682047;0,714176199;0,46748057
Gaia EDR3 5620169387781405440;6848;0,50216484;13,3827646;0,566421791;0,522048473
Gaia EDR3 5620391832724087040;6849;0,5163822;13,91251142;0,759519772;0,555510879
Gaia EDR3 5620825250766078592;6850;-6,42E-02;11,85632314;0,709935197;0,946604073
Gaia EDR3 562132638325052544;6851;0,6401253;13,8248895;0,630489095;0,497863352
Gaia EDR3 562145729385472512;6852;0,5253124;13,57960668;0,615190207;0,565381765
Gaia EDR3 5622626147732121856;6853;0,18279457;12,25964462;0,551476094;0,918439686
Gaia EDR3 5622755718302337536;6854;1,2164822;14,82130382;0,418319652;0,961009026
Gaia EDR3 5623149412190595584;6855;-0,119202614;11,37759398;0,579149943;0,956971288
Gaia EDR3 5623296501929547008;6856;0,85396576;14,47812136;0,596323965;0,536081672
Gaia EDR3 5624029566946316928;6857;1,020937;14,5857059;0,498740036;0,964124858
Gaia EDR3 5625093275726661504;6858;0,6135597;13,67776754;0,554271802;0,596083939
Gaia EDR3 5625513014289760128;6859;1,1480904;14,8519282;0,480743556;0,990320623
Gaia EDR3 5627403010357682816;6860;0,24073029;12,46858486;0,552110928;0,783459783
Gaia EDR3 5628819971605456512;6861;1,6971226;15,60247504;0;0,995944619
Gaia EDR3 5629429887028769152;6862;0,79281807;14,23670483;0,567217865;0,503976464
Gaia EDR3 5629451709761307008;6863;0,92123795;14,33260757;0,488481568;0,682027757
Gaia EDR3 5629572892256610816;6864;0,5019512;13,34718679;0,554906877;0,535937965
Gaia EDR3 563004280465719040;6865;0,7294502;13,94605363;0,529907516;0,553076982
Gaia EDR3 5631320707728182016;6866;-0,24668407;10,81552998;0,569062839;0,946768999
Gaia EDR3 5633102260158519936;6867;1,061346;14,67169591;0,49400226;0,981163144
Gaia EDR3 5633984858757297536;6868;1,1787548;14,83745885;0,452072916;0,969133973
Gaia EDR3 5635344954642200576;6869;0,18716908;12,30213969;0,560301332;0,926107407
Gaia EDR3 5635839459996457472;6870;0,2436428;13,11854094;0,80008714;0,673719704
Gaia EDR3 5636318469109537152;6871;0,48976707;13,35882833;0,571143179;0,544684589
Gaia EDR3 5637311706066707712;6872;0,30960655;12,68353353;0,543104968;0,75322485
Gaia EDR3 5637597780949957376;6873;0,47909546;13,72255981;0,728668748;0,52981782
Gaia EDR3 5638422895707713408;6874;0,49647713;13,42127997;0,586782369;0,531458259
Gaia EDR3 5638709838186967680;6875;0,31888103;12,88645449;0,602909801;0,813041866
Gaia EDR3 5638789003025598976;6876;-0,14468384;11,31045142;0,589108378;0,952269614
Gaia EDR3 5639391810273308416;6877;0,23041058;12,17066414;0,483069383;0,909134686
Gaia EDR3 5639542645222031232;6878;0,7625103;14,04532031;0,53054495;0,513674557
Gaia EDR3 5639764201123875968;6879;0,16952896;12,2462125;0,562426568;0,829891086
Gaia EDR3 5640073163886813568;6880;0,44805145;12,73895997;0,435229984;0,605397224
Gaia EDR3 5641642609350538368;6881;0,93322754;14,62842985;0,575825636;0,889731467
Gaia EDR3 5643589638288170368;6882;0,85663414;14,69536142;0,684126757;0,706272125
Gaia EDR3 5645729807613613312;6883;-0,36487484;10,27938818;0,592294598;0,920713425
Gaia EDR3 5646089927728820736;6884;1,373476;15,54887371;0,45138737;0,977356195
Gaia EDR3 5646279529063507456;6885;-0,10114479;11,93133331;0,78613702;0,932878613
Gaia EDR3 5646942706380434432;6886;-0,20911503;11,31845869;0,694439699;0,942085743
Gaia EDR3 5647521869824082816;6887;0,63851357;13,67351985;0,528432811;0,538470149
Gaia EDR3 5648566371510973824;6888;1,0997105;14,79357932;0,501320052;0,984330058
Gaia EDR3 5648999033635557376;6889;0,626894;13,89436994;0,621486205;0,552562416
Gaia EDR3 5649105922480851200;6890;0,30569458;13,29473021;0,78151296;0,756723404
Gaia EDR3 5649105926779602432;6891;0,37570953;13,12911518;0,622579513;0,678507209
Gaia EDR3 5649808720867457664;6892;-5,46E-02;13,60701443;1,223729841;0,932770252
Gaia EDR3 5650899573840294016;6893;0,9440632;14,1896686;0,435229987;0,911077023
Gaia EDR3 5651439193530469248;6894;-0,23566723;10,77030912;0,540927386;0,907052875
Gaia EDR3 5651880510009492864;6895;0,6777344;14,18294327;0,67760602;0,526261926
Gaia EDR3 5651964996310470144;6896;1,3350143;15,30503198;0,452968196;0,978876233
Gaia EDR3 5652689406971618048;6897;0,5939636;13,97851744;0,694213693;0,521314502
Gaia EDR3 5652718097353105664;6898;1,0762329;15,87521088;0,954403821;0,766390204
Gaia EDR3 5653815543101195520;6899;1,3319397;15,11614504;0,401598363;0,99697566
Gaia EDR3 5654378012017338624;6900;1,0560341;14,85603432;0,558494916;0,963386655
Gaia EDR3 5654624336982429440;6901;0,4936142;14,0636001;0,846574378;0,511746526
Gaia EDR3 5654689998440806912;6902;6,07E-02;11,86526275;0,56097436;0,946987033
Gaia EDR3 5655022394549824512;6903;0,24639893;12,5859243;0,585136974;0,820643544
Gaia EDR3 5655188871777035520;6904;0,91226196;13,97815416;0,394556829;0,599484742
Gaia EDR3 5655455224174470528;6905;1,2097225;14,95714619;0,462585253;0,980232477
Gaia EDR3 5657137034585198336;6906;-5,74E-02;11,77244696;0,66644959;0,558612704
Gaia EDR3 5659745076163832576;6907;0,9213009;14,28306746;0,474322027;0,709364414
Gaia EDR3 5659978992968152832;6908;0,13830185;13,15813176;0,960610367;0,7346102
Gaia EDR3 5660016586818424832;6909;0,27154922;13,46526686;0,893095281;0,660224795
Gaia EDR3 5660521223999636736;6910;1,0843601;14,48072627;0,423281588;0,89184618
Gaia EDR3 5660906160443876096;6911;7,30E-02;11,93578461;0,570588252;0,929814935
Gaia EDR3 5661219860559908736;6912;0,5362148;13,83040457;0,70295215;0,566473663
Gaia EDR3 5661521607782226944;6913;0,4633026;13,98109919;0,850290818;0,643838763
Gaia EDR3 5662556012001458944;6914;0,30667877;12,73707203;0,563761345;0,793571711
Gaia EDR3 5662944891224456832;6915;0,48651505;13,75829625;0,733830066;0,50610584
Gaia EDR3 5663524613025697792;6916;-0,3251915;10,46866968;0,582929832;0,918094397
Gaia EDR3 5664068248509962496;6917;0,7774639;14,03387062;0,515451243;0,51993072
Gaia EDR3 566511890059499136;6918;1,1244259;14,58533578;0,423528841;0,947392821
Gaia EDR3 5665299499670854272;6919;0,16450882;12,15197836;0,537779101;0,856196761
Gaia EDR3 5666350216174711552;6920;4,18E-02;12,3575577;0,78501877;0,914470673
Gaia EDR3 5667957225433304192;6921;-0,26349354;10,70209477;0,559621779;0,900351346
Gaia EDR3 5668045560025520768;6922;0,8749466;14,30428714;0,515466424;0,624636054
Gaia EDR3 5671530500784803328;6923;0,12476158;12,21820676;0,611259428;0,899087787
Gaia EDR3 5671878015177884032;6924;1,35E-02;14,26818826;1,276157662;0,797509015
Gaia EDR3 5672496726691373312;6925;0,8153534;14,66324033;0,715682273;0,631241977
Gaia EDR3 5672600772274345600;6926;1,2316093;14,76935883;0,385748739;0,971788287
Gaia EDR3 5673977459616762624;6927;0,9371929;14,37935819;0,49186067;0,894822419
Gaia EDR3 5674763541710921216;6928;0,82431984;13,8674671;0;0,484636575
Gaia EDR3 5676011388625525120;6929;0,8026943;13,91175764;0,463297734;0,524340689
Gaia EDR3 5676441636972943104;6930;0,7675266;13,27640346;0,324180942;0,586442649
Gaia EDR3 5676905562161574144;6931;1,2312431;14,90568197;0,433496032;0,980745852
Gaia EDR3 5678956013907825408;6932;0,39019775;13,09419929;0,589988243;0,730044007
Gaia EDR3 5679143652439732480;6933;1,3116264;14,95991258;0,369553753;0,977982819
Gaia EDR3 5679461067703155968;6934;0,7063904;14,39671355;0,730157536;0,541422844
Gaia EDR3 5680077137810906624;6935;8,32E-02;12,8668988;0,929515637;0,717336774
Gaia EDR3 568089105130012800;6936;0,7096901;14,45068282;0,824238804;0,499435335
Gaia EDR3 5681085840944790016;6937;0,6767521;13,85672377;0,552320527;0,546646595
Gaia EDR3 568133811445522432;6938;0,968729;14,51391181;0,511004284;0,847955227
Gaia EDR3 5681823986909446656;6939;0,2973137;12,58241098;0,525393431;0,633207679
Gaia EDR3 5682842443914401024;6940;0,894989;14,43711204;0,540404576;0,712929904
Gaia EDR3 5682996654715855616;6941;-0,17717934;10,99557645;0,529601726;0,927068174
Gaia EDR3 5685624040829463552;6942;-9,85E-02;11,34958028;0,547048071;0,934684694
Gaia EDR3 5686087450620939008;6943;1,1395206;15,29902645;0,65318179;0,956466973
Gaia EDR3 5687280626894974464;6944;1,2651443;14,98126092;0,427492079;0,984225631
Gaia EDR3 5688439679654664448;6945;1,1243095;14,77360684;0,476379719;0,948894143
Gaia EDR3 5688464659183677440;6946;0,32220078;12,89403348;0,601377358;0,782705247
Gaia EDR3 5688717241916173568;6947;1,4679203;15,45764233;0;0,980580926
Gaia EDR3 568914804002955136;6948;0,7052536;13,84254262;0,569195257;0,490543544
Gaia EDR3 5690687154436324864;6949;0,110305786;12,24687698;0,643675536;0,826819658
Gaia EDR3 5691237146472855424;6950;1,1235962;14,7270399;0,463256058;0,944267273
Gaia EDR3 5691626511028319488;6951;0,93348694;13,4099924;0,248287984;0,816322803
Gaia EDR3 5691780618750208896;6952;0,22030449;12,61138127;0,632889601;0,828530192
Gaia EDR3 569233387496943488;6953;0,56020355;14,04710036;0,761625427;0,520871699
Gaia EDR3 5692560928407971072;6954;0,4740715;13,90483904;0,807773067;0,53264606
Gaia EDR3 5693248535505141504;6955;-0,197896;11,16986694;0,617796577;0,935180187
Gaia EDR3 5694038014907832448;6956;0,9436245;14,59000712;0,553819189;0,819766998
Gaia EDR3 5695191505685434624;6957;0,48349953;13,96168483;0,818985493;0,560887575
Gaia EDR3 5695987968721630976;6958;-0,2925005;10,52701496;0,550648416;0,930481613
Gaia EDR3 5696199830869066368;6959;-0,13877773;11,34762952;0,595102966;0,939652562
Gaia EDR3 5697867549482923136;6960;0,49183655;13,5648612;0,649777231;0,58078897
Gaia EDR3 5698049415584339840;6961;-0,2106657;10,92375354;0,55214054;0,944146395
Gaia EDR3 5698946200452730880;6962;0,62444305;13,92898292;0,63828907;0,536158979
Gaia EDR3 5699222177879216896;6963;0,6349087;13,78134744;0,568215014;0,503476918
Gaia EDR3 570086853335107200;6964;-7,61E-02;11,52420579;0,583493286;0,956813455
Gaia EDR3 570159691683454720;6965;0,4423504;13,17228691;0,558585219;0,549975753
Gaia EDR3 5701762977445393664;6966;0,2755947;12,58103649;0,548488131;0,67778337
Gaia EDR3 57021123989934464;6967;0,21217823;11,72345477;0,386739794;0,853066921
Gaia EDR3 5702506590901375744;6968;-0,29842472;10,5513083;0,565102339;0,91341567
Gaia EDR3 5702793425999272576;6969;-0,12733269;12,8622642;1,127626006;0,792314172
Gaia EDR3 5704768217600464896;6970;1,1450329;14,73851361;0,435229986;0,975509882
Gaia EDR3 5705288973795070592;6971;0,8793125;13,42064192;0,272697213;0,747131228
Gaia EDR3 5706792143630759808;6972;0,65203285;13,88254547;0,58731544;0,523812294
Gaia EDR3 5707643749746131328;6973;0,7819805;14,60647304;0,729452608;0,671128452
Gaia EDR3 5708019649580133376;6974;0,88396454;14,35868046;0,52391682;0,567634642
Gaia EDR3 5709029581073747840;6975;0,7119789;14,45016909;0,745391255;0,514666617
Gaia EDR3 5709868512742196608;6976;1,4954071;15,55209691;0;0,990293741
Gaia EDR3 5709969908329618560;6977;0,790987;14,5558193;0,780098776;0,466112196
Gaia EDR3 5711144732211339136;6978;1,0904255;14,7120054;0,484285642;0,952260852
Gaia EDR3 5713669490083541376;6979;0,27389908;13,49799985;0,902067542;0,627346694
Gaia EDR3 5714855034197309696;6980;1,4593029;15,53884211;0;0,991658747
Gaia EDR3 571572637140787840;6981;-9,41E-02;11,17567996;0,498342213;0,944802463
Gaia EDR3 5715758768338598144;6982;-0,2856598;11,36926973;0,84407796;0,914330482
Gaia EDR3 5718015859550552704;6983;1,0242863;14,96753614;0,63803251;0,905740142
Gaia EDR3 5720329025850905344;6984;1,1112823;14,88118088;0,518110244;0,955422878
Gaia EDR3 5720678911063371904;6985;0,7806244;14,13605324;0,544077284;0,506414592
Gaia EDR3 5720866098631321600;6986;0,83268166;14,56405718;0,655099143;0,530432224
Gaia EDR3 5722788525986605568;6987;1,4988766;15,36890385;0;0,987226009
Gaia EDR3 5723258223610372352;6988;0,87979126;14,21034586;0,485623358;0,64613533
Gaia EDR3 5723267913056741376;6989;1,4134026;14,47788558;0;0,98466599
Gaia EDR3 5723339346951397888;6990;1,4570923;14,77691576;0;0,971666694
Gaia EDR3 5724689375433454720;6991;0,69036674;14,34473617;0,727900433;0,504173577
Gaia EDR3 572487740053132288;6992;-0,2501564;10,95821689;0,625919787;0,946906209
Gaia EDR3 5725053313780507392;6993;0,12193489;12,05521384;0,554412587;0,893228173
Gaia EDR3 5725503293214289280;6994;1,11E-02;10,58970128;0,295344331;0,548946381
Gaia EDR3 5725616336755854336;6995;-0,277215;11,1009953;0,728337893;0,920490265
Gaia EDR3 5726184333290383360;6996;1,5434093;15,22667623;0;0,992695808
Gaia EDR3 5726795249437249920;6997;0,33007622;13,57486416;0,857717784;0,659345388
Gaia EDR3 5726927573083821440;6998;1,2755356;15,59011448;0,613754984;0,990629017
Gaia EDR3 5727044602354184960;6999;-2,69E-02;11,49994786;0,52829882;0,958444834
Gaia EDR3 5727085146845397376;7000;-0,18378067;11,14821483;0,585801249;0,9397282
Gaia EDR3 5728019113254140672;7001;0,2646885;12,93745345;0,698031388;0,764781177
Gaia EDR3 5728399578637275648;7002;0,279356;12,55854599;0,53704884;0,794695854
Gaia EDR3 5729373501124149248;7003;0,11257172;12,10173547;0,581680242;0,917520642
Gaia EDR3 5730774828693911296;7004;1,5276661;15,47384204;0;0,984753966
Gaia EDR3 5731078981098075520;7005;1,0346088;13,80040532;0,26283088;0,912133217
Gaia EDR3 5732308853572951552;7006;0,71471596;13,96731531;0,551923899;0,526428938
Gaia EDR3 5734406760413473664;7007;0,9916897;14,44455008;0,476357915;0,930560708
Gaia EDR3 5734548116378449920;7008;0,28261757;12,89581235;0,656687578;0,692881525
Gaia EDR3 5734737438536674432;7009;0,8968487;14,7401664;0,660494333;0,718640327
Gaia EDR3 57359563116500352;7010;0,42804337;13,22795042;0,595000141;0,557698905
Gaia EDR3 5737791259067472512;7011;0,7397213;14,18816819;0,607431191;0,501782298
Gaia EDR3 5738689461282921600;7012;0,17597008;13,25226106;0,945349471;0,8296597
Gaia EDR3 5739883595335282944;7013;0,42642784;14,32175332;1,011292258;0,610337794
Gaia EDR3 5740155999340235520;7014;0,8854923;14,61428621;0,619509013;0,581468403
Gaia EDR3 5740372469987778304;7015;0,3994465;13,75978602;0,842063489;0,561740458
Gaia EDR3 5740410334419524864;7016;-0,19441509;12,12158892;0,982031188;0,940260291
Gaia EDR3 574070177802252288;7017;1,6764793;15,46383711;0;0,987409711
Gaia EDR3 574070280881467264;7018;1,5580463;15,53584578;0;0,988426089
Gaia EDR3 5742258609170644224;7019;0,7457733;14,49006811;0,722903436;0,542158067
Gaia EDR3 5743109253212853888;7020;1,0354538;14,73291972;0,532170061;0,949399412
Gaia EDR3 5743856822336383744;7021;-9,91E-02;11,49889968;0,601803942;0,954692125
Gaia EDR3 5744880772604038400;7022;0,95900536;14,75277099;0,605906946;0,900124431
Gaia EDR3 5745288657058542080;7023;0,3047943;13,51471615;0,867152505;0,523809969
Gaia EDR3 5745302022996058496;7024;1,1682167;15,18509037;0,573253112;0,967174768
Gaia EDR3 5745393286756152192;7025;0,5207081;13,55164843;0,609507576;0,591828167
