designation;nro;bprp;gabs;mass(Msun);prob
Gaia EDR3 2109852523240471936;9594;-0,18432903;11,0607393;0,538106034;9,78E-02
Gaia EDR3 2112599270788540160;9595;0,62194824;13,81198894;0,643815028;0,451314479
Gaia EDR3 2112829347892877952;9596;0,7502117;14,28726808;0,716408299;0,465153277
Gaia EDR3 2117089573196362112;9597;0,24489784;12,9859956;0,725975636;0,367150009
Gaia EDR3 2127165051077115520;9598;0,43619347;13,46992558;0,702233538;0,462634534
Gaia EDR3 2127437523802555520;9599;0,539196;14,6273302;0,999767794;0,790878415
Gaia EDR3 2129645759761898240;9600;0,1638031;12,59354852;0,659234389;0,302390933
Gaia EDR3 213146823035276160;9601;0,62636757;14,33844514;0,862512397;0,461398274
Gaia EDR3 2131985103893866752;9602;0,33008194;13,16139687;0,695227769;0,40760079
Gaia EDR3 2133275140273211264;9603;0,40267944;13,37101419;0,699561704;0,462031603
Gaia EDR3 2143759842636198784;9604;8,68E-02;12,22061614;0,597373066;0,223819733
Gaia EDR3 2146225463100794496;9605;0,5524502;14,00483109;0,799167441;0,484337568
Gaia EDR3 2150504594853811456;9606;0,57965755;14,29426509;0,888249593;0,344470412
Gaia EDR3 2153516874460962304;9607;0,41552544;13,51660482;0,747487772;0,473301381
Gaia EDR3 2158542467232812416;9608;0,43173027;13,58411689;0,756633106;0,487192005
Gaia EDR3 2162041628635165824;9609;0,1639843;12,64934349;0,683264007;0,17455855
Gaia EDR3 2170187399180847872;9610;-3,05E-03;12,81642889;0,955387084;0,464022338
Gaia EDR3 2170736910178390272;9611;0,6433773;14,08324559;0,741631673;0,452107638
Gaia EDR3 2174059015844822016;9612;0,6495495;13,92838778;0,66680053;0,449482471
Gaia EDR3 2177744858009335552;9613;-7,56E-02;11,65248153;0,585988715;0,12407735
Gaia EDR3 2179552317674364928;9614;0,43232536;13,52422765;0,730791022;0,473561019
Gaia EDR3 2181663959814830336;9615;0,787529;14,0289281;0,556346138;0,458663851
Gaia EDR3 2182363700192666880;9616;9,76E-02;12,2864856;0,611644098;0,134507984
Gaia EDR3 2183635178007956736;9617;0,2361927;12,90588024;0,702071845;0,282955289
Gaia EDR3 2185425427753860608;9618;0,34646034;13,61936711;0,866923294;0,463445425
Gaia EDR3 2187056999931457536;9619;0,4903736;14,0737778;0,854068148;0,514025748
Gaia EDR3 2188012716051585920;9620;0,78533936;13,34497204;0;0,475425601
Gaia EDR3 2192180273139586176;9621;0,39281464;13,73488636;0,862433032;0,44131124
Gaia EDR3 2208124536065383424;9622;0,2641163;11,88539261;0;0,455408275
Gaia EDR3 2210319539237234816;9623;0,32374382;13,20785529;0,723226587;0,406952888
Gaia EDR3 2213204962686283776;9624;0,5022106;13,8321231;0,781507246;0,468784362
Gaia EDR3 2214215452527501824;9625;7,63E-02;12,01885654;0,531990893;0,185048282
Gaia EDR3 2214973561500636544;9626;0,35585022;13,48695582;0,802544262;0,386311591
Gaia EDR3 2219416791068394880;9627;0,6221523;14,15551343;0,791327316;0,466738045
Gaia EDR3 2220815923910913920;9628;5,42E-02;12,20354413;0,632800673;0,103013724
Gaia EDR3 2221203261238115712;9629;0,9151592;14,30893263;0,486115782;0,582950652
Gaia EDR3 2223411046231020544;9630;0,38799667;13,44046806;0,747602467;0,490307689
Gaia EDR3 2225247574244494592;9631;0,48068428;14,11476253;0,917127193;0,439734608
Gaia EDR3 2225982838287401984;9632;-0,14391613;11,34506744;0,568523566;7,79E-02
Gaia EDR3 2229836725323068160;9633;0,38542557;13,41446525;0,739788967;0,409451842
Gaia EDR3 2231237949815438080;9634;0,58787155;13,90213268;0,720540634;0,43873179
Gaia EDR3 2234815623212133760;9635;0,43017387;13,43153655;0,692651042;0,442244649
Gaia EDR3 2236900335916533248;9636;0,14518929;12,96120328;0,835261614;0,291090339
Gaia EDR3 224331059611503232;9637;0,25262642;12,96027872;0,704817586;0,406041026
Gaia EDR3 2244128903314793600;9638;0,51856804;13,824934;0,76143036;0,437001854
Gaia EDR3 2251362826533155328;9639;0,57941246;13,91073968;0,733575386;0,442935646
Gaia EDR3 2251878261265268096;9640;-1,82E-02;11,82246498;0,573801315;9,87E-02
Gaia EDR3 2253826832091026560;9641;-0,10701561;12,84032296;1,062977869;0,344291955
Gaia EDR3 2255990327377625984;9642;0,550272;13,93272894;0,772414037;0,456361413
Gaia EDR3 2256345954965239680;9643;0,7764187;14,42309294;0,743548276;0,436720639
Gaia EDR3 2256422164865057536;9644;0,58406067;13,62364934;0,601246283;0,485997707
Gaia EDR3 2262849634963004416;9645;-2,28E-02;12,69684513;0,936462952;0,231085002
Gaia EDR3 2267640688162618624;9646;0,30031204;13,11543328;0,712174134;0,277583897
Gaia EDR3 2270937019726692736;9647;0,13158035;12,45697759;0,641791517;0,214717954
Gaia EDR3 2274756693057836928;9648;0,51770973;13,50262494;0,622331529;0,437138349
Gaia EDR3 2276262641733772800;9649;0,7152996;14,17596176;0,706773783;0,441640794
Gaia EDR3 2281284871549777536;9650;-3,38E-02;12,19209497;0,752601104;0,305421084
Gaia EDR3 2281894928704322944;9651;0,4118843;14,12995193;0,985050448;0,41201815
Gaia EDR3 2284456545980836736;9652;0,580328;14,0296615;0,781221359;0,479880571
Gaia EDR3 2286107295188538240;9653;-9,43E-02;11,73827752;0,649847695;9,69E-02
Gaia EDR3 2298128358894342912;9654;0,5293007;13,84003137;0,715051178;0,502240717
Gaia EDR3 2302010356492847744;9655;0,7688923;14,25421135;0,679314772;0,440325648
Gaia EDR3 2302403668123226880;9656;0,48272896;13,69860714;0,747909555;0,474903345
Gaia EDR3 2302839903655974400;9657;0,18227196;13,24181413;0,902799601;0,366098821
Gaia EDR3 2303727858079707136;9658;0,7144947;14,30814724;0,763207622;0,447579503
Gaia EDR3 2303857158072454912;9659;-0,20307827;11,01917632;0,5625107;0,160080403
Gaia EDR3 2306514505876413056;9660;0,466465;13,64474264;0,743496426;0,478863537
Gaia EDR3 2306776464521125120;9661;0,7100048;13,90319567;0,591261558;0,469155818
Gaia EDR3 2307289214897332480;9662;0,17116547;11,40242509;0;0,410715282
Gaia EDR3 2309122753616241280;9663;0,5195198;13,49025837;0,586304638;0,599122465
Gaia EDR3 2309486520165949056;9664;0,28347206;13,16872211;0,755656108;0,443189293
Gaia EDR3 2310995767378550016;9665;0,2139759;13,20400461;0,851166339;0,282752454
Gaia EDR3 2311234395761261440;9666;0,59052277;14,05078361;0,72736295;0,515011668
Gaia EDR3 2312821266302222720;9667;0,62922;14,02815558;0,731552347;0,423349917
Gaia EDR3 2316007551831656960;9668;7,22E-02;12,33435038;0,665315131;0,15471822
Gaia EDR3 2316586410343861504;9669;0,46626663;13,85722803;0,829953533;0,459709942
Gaia EDR3 2316726903018595456;9670;0,8082504;14,54470713;0,756802472;0,48455745
Gaia EDR3 2321679618786073600;9671;0,536253;13,90813634;0,776808202;0,45709458
Gaia EDR3 2335680765495028224;9672;0,5479946;13,67715635;0,665340397;0,493987292
Gaia EDR3 2336767632741334016;9673;0,60390663;13,60619944;0,539724058;0,508461535
Gaia EDR3 2337472660210623488;9674;0,3841648;13,35174507;0,713685847;0,3844136
Gaia EDR3 2341036143039965696;9675;0,4099388;13,58467427;0,781630488;0,454166353
Gaia EDR3 234469931207274112;9676;0,48472023;13,79881426;0,78641709;0,464955598
Gaia EDR3 2344901720977366528;9677;9,64E-02;12,23901804;0,592718761;0,182624429
Gaia EDR3 2346642484109864960;9678;0,8428898;14,22948692;0,518493905;0,537970066
Gaia EDR3 2348747743931814656;9679;1,00E-02;13,27460505;1,076346052;0,260026574
Gaia EDR3 2357787889879790976;9680;0,5598297;13,90611754;0,752043437;0,468558997
Gaia EDR3 235842052999634944;9681;0,21470165;12,85470903;0,707200518;0,182486326
Gaia EDR3 2370805012336071040;9682;0,39159393;13,64124586;0,825547035;0,460142404
Gaia EDR3 2371281513189041920;9683;0,5029087;13,50725963;0,64139075;0,396496415
Gaia EDR3 237144321446511232;9684;-0,15607262;11,56769656;0,680766728;0,234792829
Gaia EDR3 2371518969044898688;9685;0,5068016;14,02026956;0,8528289;0,496756405
Gaia EDR3 2372292509834518912;9686;0,5971489;13,85928497;0,691545431;0,485323697
Gaia EDR3 2375576682347401216;9687;0,31409454;13,28031596;0,765236029;0,388907373
Gaia EDR3 2375623622045394560;9688;0,78762627;14,07337702;0,51835974;0,512474239
Gaia EDR3 2379201119352265472;9689;0,13783073;12,62668206;0,707300048;0,309447438
Gaia EDR3 2379363125515733248;9690;0,66319275;14,1198467;0,73795642;0,481651515
Gaia EDR3 2379828081495681024;9691;0,25040245;12,95882045;0,707028216;0,446706593
Gaia EDR3 2383207945879144064;9692;0,4233284;14,07620788;0,95981966;0,483760864
Gaia EDR3 2388641457465576192;9693;0,3388939;13,18971434;0,697150598;0,40200454
Gaia EDR3 239721228805415296;9694;2,94E-02;12,36143103;0,735421232;7,51E-02
Gaia EDR3 2397370823876081408;9695;0,20884705;12,88712935;0,728804479;0,277063012
Gaia EDR3 2405805697263561600;9696;1,31E-02;12,02250535;0,614246964;6,82E-02
Gaia EDR3 2408844399510334464;9697;0,71884346;14,05874992;0,651254958;0,481072843
Gaia EDR3 2411364961197741312;9698;0,86088943;14,36606338;0,547159105;0,522442162
Gaia EDR3 2411592285226593408;9699;0,31633377;13,20017452;0,729059852;0,476203561
Gaia EDR3 2414888694102153088;9700;-6,72E-02;11,70571835;0,595772012;6,02E-02
Gaia EDR3 2418116963320446720;9701;0,7936468;14,41591804;0,719722019;0,469022214
Gaia EDR3 2419860303430004736;9702;0,39152145;13,59720359;0,807641531;0,447611362
Gaia EDR3 2424913628807069056;9703;0,28090858;13,06830336;0,716126393;0,451076955
Gaia EDR3 2425650847058388224;9704;0,75899506;14,61140046;0,836251592;0,490168631
Gaia EDR3 2428166156000618112;9705;-0,15528584;11,28804598;0,566385724;0,135870486
Gaia EDR3 2431129163744714240;9706;0,18507195;12,59796468;0,633555023;0,285801232
Gaia EDR3 243158134653909760;9707;0,35067558;13,36013616;0,756717871;0,435317576
Gaia EDR3 2435696569404865536;9708;0,6916466;13,92388358;0,620184148;0,499898881
Gaia EDR3 2445187691214892416;9709;0,6942272;14,26926592;0,768406647;0,449764937
Gaia EDR3 2445477240730061696;9710;0,6501999;13,68271149;0,556701719;0,480824262
Gaia EDR3 2445976419009862272;9711;0,8482361;14,4042765;0,643673864;0,484144807
Gaia EDR3 2446993162322393088;9712;-0,15025139;11,40568211;0,604244733;0,422126561
Gaia EDR3 2450558049601994496;9713;0,68826866;14,25903189;0,770421616;0,480363786
Gaia EDR3 2451840221895091584;9714;9,46E-02;12,3504684;0,64303917;0,261475861
Gaia EDR3 2452953438762507520;9715;0,48472023;13,67044032;0,733852079;0,47373274
Gaia EDR3 2457903341327950336;9716;7,74E-02;12,39152012;0,683055967;0,299178243
Gaia EDR3 2464597369980330880;9717;0,84623337;14,6132773;0,660810101;0,726249814
Gaia EDR3 2465343629137442816;9718;0,36100006;13,28455259;0,712360499;0,421214908
Gaia EDR3 2469937908410307328;9719;0,3235302;13,26098684;0,74643396;0,458084941
Gaia EDR3 2476337856358290560;9720;-0,25363255;10,7148088;0,575548545;8,05E-02
Gaia EDR3 2484861712877603968;9721;0,54109573;14,0393655;0,824717411;0,498771727
Gaia EDR3 2486041832451829888;9722;0,22399902;12,85395409;0,694963319;0,280023158
Gaia EDR3 2490494240363793792;9723;0,33052254;13,35332886;0,776348032;0,393144339
Gaia EDR3 2493788171042047616;9724;0,44647026;13,80935735;0,832123926;0,431114256
Gaia EDR3 2494710244685483520;9725;0,3855114;13,73223084;0,86945005;0,440944046
Gaia EDR3 2496042440461991296;9726;0,16847801;13,01217539;0,827973009;0,372970939
Gaia EDR3 250278709394343936;9727;0,46434212;13,45508358;0,639974393;0,587721109
Gaia EDR3 2505945535535013376;9728;0,48340988;13,74937976;0,767766349;0,467421651
Gaia EDR3 2511020022215011072;9729;0,365757;13,78332782;0,891806158;0,539847493
Gaia EDR3 2512123111550915968;9730;0,3967762;13,3369518;0,69175446;0,391184747
Gaia EDR3 2512346415490500864;9731;-6,63E-03;11,82248081;0,55727906;0,174977809
Gaia EDR3 2525670567978965888;9732;0,77947617;14,39757038;0,646761283;0,510856986
Gaia EDR3 2528877194857837184;9733;0,84596443;13,56826374;0,336266955;0,602964461
Gaia EDR3 2529337507976700928;9734;-0,33738327;12,2911822;1,177326518;0,51935178
Gaia EDR3 2530342599043285760;9735;0,735466;13,83538987;0,495569369;0,525003076
Gaia EDR3 2532236546477272192;9736;0,3743286;13,39132059;0,742941078;0,476423353
Gaia EDR3 253912487945341952;9737;0,60084534;14,13869947;0,805378039;0,432819307
Gaia EDR3 2540674885904495744;9738;-0,22828293;11,0873722;0,655601452;0,190298378
Gaia EDR3 25475306458549376;9739;0,6763954;13,96333499;0,65453292;0,493467093
Gaia EDR3 2548152217808246528;9740;0,14801979;12,66695617;0,711882435;0,278737158
Gaia EDR3 2551258990991085184;9741;0,5749321;14,09638541;0,813271483;0,460774571
Gaia EDR3 2552643413569299968;9742;0,56166077;14,02470061;0,797744774;0,497158676
Gaia EDR3 2552928187080872832;9743;0,5975876;14,12454265;0,802791459;0,420186579
Gaia EDR3 2553935752048977792;9744;0,6159487;13,87316486;0,677252107;0,462293684
Gaia EDR3 2568552487829583616;9745;3,68E-02;12,13127654;0,625584829;0,18797335
Gaia EDR3 2569277680172652928;9746;0,15973473;12,63329259;0,681869982;0,312657893
Gaia EDR3 2572720667691092736;9747;0,7690754;14,1301228;0,624474312;0,498881608
Gaia EDR3 2574620550768898432;9748;0,4606123;13,57774872;0,721105664;0,386651397
Gaia EDR3 2574640827310228992;9749;0,19630623;12,76145108;0,690088107;0,331960022
Gaia EDR3 2574651852491249024;9750;0,51804924;13,30835321;0,526316748;0,501805365
Gaia EDR3 2576622898882026624;9751;0,31448174;13,69454879;0,931359989;0,471293479
Gaia EDR3 258068813702377088;9752;0,3991661;13,44772065;0,737687542;0,420126319
Gaia EDR3 2582027002828197504;9753;0,40929604;13,30035325;0,660330344;0,439781308
Gaia EDR3 2583248384152322048;9754;0,78053856;14,57074166;0,797277538;0,497387409
Gaia EDR3 2583651904920127232;9755;0,7558422;13,91572003;0,546337675;0,434604108
Gaia EDR3 2583851917252389888;9756;9,87E-02;12,2990953;0,615583448;0,209762186
Gaia EDR3 2583892972844696448;9757;0,45002747;14,27709467;0,997193513;0,450039297
Gaia EDR3 2585711397573234816;9758;0,16851616;12,65864416;0,681349814;0,25997895
Gaia EDR3 2589844972883309568;9759;0,6005268;13,95343052;0,729372277;0,494696617
Gaia EDR3 2591754107321120896;9760;0,15732002;12,66117274;0,697184561;8,96E-02
Gaia EDR3 2596251655339100800;9761;0,6999073;14,40551696;0,816473364;0,472997934
Gaia EDR3 2596751387669322880;9762;0,3398571;13,19673498;0,699086987;0,474459946
Gaia EDR3 2597023649941118336;9763;0,51325226;13,99643796;0,796932937;0,551646113
Gaia EDR3 2600523498531790848;9764;0,1236763;13,32119047;0,987659852;0,457619458
Gaia EDR3 2600575244297424128;9765;0,15060425;13,0393901;0,860216327;0,375552297
Gaia EDR3 2600883386725726720;9766;0,821579;14,50659255;0,643965949;0,512665391
Gaia EDR3 2605704981437044864;9767;0,23837471;12,50932294;0,532094318;0,322135568
Gaia EDR3 2606779964507034240;9768;1,83E-02;12,27975921;0,716615115;0,360545516
Gaia EDR3 2609067704606647680;9769;0,46629715;13,13715166;0,523540449;0,514472187
Gaia EDR3 2610488514148351360;9770;0,60055065;13,57616688;0,532960859;0,516656637
Gaia EDR3 2611722922108815872;9771;-0,20492268;10,87954957;0,525595893;0,154796511
Gaia EDR3 261268495614869888;9772;0,75647545;13,50959493;0,391315411;0,512002945
Gaia EDR3 2615968858057952640;9773;3,59E-02;12,44195973;0,759281545;0,27330929
Gaia EDR3 2621565333592122496;9774;0,8172531;14,21885395;0,537147385;0,512946784
Gaia EDR3 2621869279833769728;9775;0,6008873;13,67178844;0,564619615;0,507779956
Gaia EDR3 2622979271185741312;9776;0,42505074;13,09087429;0,548460445;0,48109591
Gaia EDR3 2624654072204568448;9777;8,37E-04;11,87350685;0,568297405;0,163653314
Gaia EDR3 2628943473222829440;9778;0,14880943;12,74235582;0,7435073;0,340725303
Gaia EDR3 2631876970245863552;9779;0,35123348;13,25625857;0,711659184;0,287979126
Gaia EDR3 2632639545983774848;9780;0,13573074;13,2072024;0,942040943;0,39014253
Gaia EDR3 2634608741244966016;9781;0,3739376;13,37742527;0,737448823;0,497558057
Gaia EDR3 2636318649330041216;9782;0,65233994;13,8483218;0,628096998;0,389210254
Gaia EDR3 2638553754605793408;9783;0,57150173;13,8603123;0,71998296;0,431531996
Gaia EDR3 2645940445519931520;9784;0,45729446;13,01892022;0,501093864;0,532226145
Gaia EDR3 2652547440955473024;9785;6,94E-02;12,23294849;0,625484395;0,232604146
Gaia EDR3 2652566063933448320;9786;0,2828064;13,2146934;0,775033724;0,419246823
Gaia EDR3 2656959231361709056;9787;0,6157875;14,21373443;0,821510389;0,496011287
Gaia EDR3 265911806235019008;9788;0,38791466;13,60032062;0,812943807;0,457510024
Gaia EDR3 2662208372887759744;9789;1,04E-02;13,05150416;1,01102943;0,295346856
Gaia EDR3 2663502184540697856;9790;0,8025303;14,38889401;0,69687629;0,461050272
Gaia EDR3 2666306798185155200;9791;0,78404045;13,92622804;0,481613976;0,503155112
Gaia EDR3 2666976508140663040;9792;-0,17516327;11,17133823;0,558658258;8,34E-02
Gaia EDR3 2669627087078070016;9793;-1,83E-02;11,96507581;0,63466434;9,32E-02
Gaia EDR3 2670770991487735424;9794;0,731596;14,05753249;0,63700631;0,448478669
Gaia EDR3 2670773907771422720;9795;0,19350433;12,76585756;0,695613372;0,364556044
Gaia EDR3 2672331542084770432;9796;-0,21541023;10,87974369;0,540052065;9,11E-02
Gaia EDR3 2674012072593383168;9797;0,16887283;12,65822833;0,680700058;0,31634745
Gaia EDR3 2687733913283870336;9798;-9,28E-02;11,47915087;0,541193247;5,43E-02
Gaia EDR3 2690065251596080384;9799;0,67900467;14,27261734;0,712210068;0,501656592
Gaia EDR3 2702527013306504064;9800;0,44237137;13,86605688;0,859703505;0,462190151
Gaia EDR3 270485053053115648;9801;9,63E-02;12,43532142;0,67721721;0,110925168
Gaia EDR3 2704955971931335168;9802;0,75400734;14,01215481;0,591572545;0,485785127
Gaia EDR3 2707280545670705792;9803;0,48419;13,61319098;0,709340897;0,466825098
Gaia EDR3 2711092621203766912;9804;0,60806274;14,210544;0,827685932;0,412098408
Gaia EDR3 2711324446359728384;9805;0,76998425;14,06935148;0,596464776;0,476596594
Gaia EDR3 2712240064671438720;9806;-8,32E-03;13,86785328;1,202658055;0,462838411
Gaia EDR3 2718818202217242240;9807;0,8044529;14,5153463;0,666971979;0,515819967
Gaia EDR3 2722273245708777984;9808;0,79390335;14,09191809;0,51858686;0,50113827
Gaia EDR3 2722715043225172096;9809;0,6952038;12,59386228;0,240910128;0,511438012
Gaia EDR3 2729503359295054336;9810;0,58966446;14,10433233;0,8022879;0,464536071
Gaia EDR3 2730508416002618752;9811;0,4138975;13,54972153;0,762855617;0,447370052
Gaia EDR3 2732864192679430656;9812;-0,13790321;11,39119795;0,57667342;0,136054456
Gaia EDR3 2737921155893258496;9813;0,5896492;13,56017735;0,567134594;0,474136204
Gaia EDR3 2751172946772404224;9814;0,51942825;13,87834413;0,78212712;0,477953285
Gaia EDR3 2751245651978394240;9815;5,60E-02;12,05382173;0,566511309;0,108775705
Gaia EDR3 2751750087297310592;9816;0,7254486;14,07236638;0,577332007;0,510257185
Gaia EDR3 2753010024543499136;9817;0,16466713;12,60141073;0,661517802;0,247748941
Gaia EDR3 2754002711744980480;9818;0,71868134;14,27950084;0,747723257;0,480778903
Gaia EDR3 2756156315721682816;9819;-0,22329712;10,84670565;0,547237515;0,132765979
Gaia EDR3 2756685760634707584;9820;0,5692291;13,85631519;0,720738211;0,470769614
Gaia EDR3 2760193928578578816;9821;0,68927;14,1420919;0,720793638;0,498034865
Gaia EDR3 2762356594934263552;9822;0,30578995;13,12734869;0,710447829;0,369798064
Gaia EDR3 2763719512612656000;9823;0,70321846;14,32630258;0,781801453;0,419837594
Gaia EDR3 276438530560644864;9824;0,33532715;13,26264202;0,733465545;0,393802226
Gaia EDR3 2764723912188128896;9825;0,4878521;13,97574008;0,854787299;0,464729786
Gaia EDR3 276576484910598912;9826;0,44945145;13,76359872;0,8102463;0,429310411
Gaia EDR3 2767667274751730048;9827;0,27402496;13,02796077;0,707202972;0,362824082
Gaia EDR3 2773073470346643200;9828;0,33865356;13,16647549;0,687222532;0,33382678
Gaia EDR3 2773136383028850688;9829;-0,2618246;10,83289671;0,643699891;0,130559921
Gaia EDR3 2780434524599787136;9830;0,77233124;14,10460427;0,609066635;0,427179039
Gaia EDR3 2784281750145869696;9831;0,79641914;14,2483779;0,642334022;0,44986096
Gaia EDR3 2784445680457082368;9832;0,600235;13,58648018;0,567483762;0,490237981
Gaia EDR3 2787162401891160832;9833;0,43153;13,77128952;0,833176593;0,465315431
Gaia EDR3 2787507098786135552;9834;0,49816895;13,67673489;0,721309812;0,45548597
Gaia EDR3 279056600887092736;9835;0,93367577;14,48810102;0,525093656;0,658845901
Gaia EDR3 2792315366213367296;9836;0,53245354;13,72522091;0,703778134;0,458046019
Gaia EDR3 2796074252871563776;9837;0,46463966;13,6563847;0,750193552;0,435943872
Gaia EDR3 2797216031272977280;9838;5,69E-02;12,1966313;0,62642556;0,113229901
Gaia EDR3 2800103825548199168;9839;0,36779785;13,44222271;0,771005369;0,472650468
Gaia EDR3 280333821081574528;9840;0,6377888;14,19658593;0,730034484;0,527748883
Gaia EDR3 2807036078858147584;9841;0,13191414;12,39679709;0,615344189;0,183994055
Gaia EDR3 2807784223505933952;9842;0,29427338;13,02432045;0,679877113;0,355320573
Gaia EDR3 2811012462660275968;9843;8,37E-02;12,47117401;0,70915297;0,345883846
Gaia EDR3 2814629409239942272;9844;0,109311104;12,40863894;0,649138127;9,34E-02
Gaia EDR3 2818982719370879232;9845;-0,14136505;11,51691479;0,63415479;0,1171287
Gaia EDR3 2821159713738542848;9846;0,75699043;14,63230875;0,767850445;0,631852448
Gaia EDR3 2823975807831729408;9847;0,8118515;14,41009134;0,615222409;0,523561299
Gaia EDR3 2830734604590471424;9848;0,54935265;14,12537469;0,850799952;0,462385148
Gaia EDR3 2831697712353381376;9849;0,6504669;13,88340664;0,645761213;0,472869605
Gaia EDR3 2835805586577740288;9850;0,39817047;13,44581716;0,738068407;0,429795265
Gaia EDR3 2838432044981604992;9851;0,6952648;13,98862141;0,645524926;0,493515939
Gaia EDR3 2842112183412398336;9852;0,10835171;12,4666277;0,675307522;0,151518494
Gaia EDR3 2842710382160936576;9853;0,277277;13,07022499;0,721570186;0,425683051
Gaia EDR3 2843077206728009472;9854;0,5029888;13,62828063;0,694542771;0,401767135
Gaia EDR3 2843077211025217408;9855;0,6915474;13,81796065;0,525232099;0,529579282
Gaia EDR3 2845447204042284032;9856;0,499197;13,55194178;0,665350096;0,493779689
Gaia EDR3 2848334010475644288;9857;0,10800171;12,50386028;0,691797109;0,198838174
Gaia EDR3 2854432108121022464;9858;0,8162155;14,11881532;0,559017836;0,472818643
Gaia EDR3 2856067008897130112;9859;0,7423954;14,31220997;0,736354665;0,437643945
Gaia EDR3 2856257606661059456;9860;-6,95E-02;11,91974482;0,688897924;0,109025449
Gaia EDR3 2859908324567852416;9861;0,19646454;12,77859756;0,697339253;0,298781037
Gaia EDR3 2860951829821782016;9862;0,14312363;12,57156656;0,67663401;0,31253469
Gaia EDR3 2861039996910810880;9863;8,55E-02;12,45525839;0,699970636;0,25390774
Gaia EDR3 2861792754354276352;9864;0,29468536;13,06801004;0,698513212;0,445722818
Gaia EDR3 2865356890015992320;9865;-1,19E-02;11,96796645;0,626385404;9,81E-02
Gaia EDR3 2875903332533220992;9866;0,8236561;14,58144081;0,754007373;0,435203284
Gaia EDR3 2876705018245556480;9867;8,90E-02;12,26791487;0,614873449;0,167230427
Gaia EDR3 2881215970856879616;9868;-5,39E-02;11,77775267;0,606635126;7,98E-02
Gaia EDR3 2881925666956510848;9869;0,17919922;12,74147102;0,703445198;0,230601072
Gaia EDR3 2883000375150308352;9870;9,05E-02;12,34378003;0,64553446;0,112247139
Gaia EDR3 2883562328670880640;9871;0,10727501;12,75413413;0,796801433;0,268471181
Gaia EDR3 2884307209142115712;9872;0,35671616;13,67036449;0,860868422;0,522701323
Gaia EDR3 2885703558846874624;9873;0,43318176;13,67102622;0,790417644;0,452569962
Gaia EDR3 2887796406213599616;9874;0,5833702;13,74201297;0,654699524;0,479055107
Gaia EDR3 2889456359534732800;9875;0,3258915;12,99002852;0,624808997;0,489777565
Gaia EDR3 2890663279704174848;9876;0,73101234;13,24175693;0;0,456518561
Gaia EDR3 2892085227412864768;9877;0,529377;13,95561954;0,803021961;0,464566886
Gaia EDR3 2892228919840595072;9878;4,79E-02;11,21851145;0;0,224145204
Gaia EDR3 2895187220296743808;9879;0,20479202;13,37874857;0,930432528;0,364190817
Gaia EDR3 2898670576212524160;9880;0,21819878;12,88024274;0,713902084;0,406298786
Gaia EDR3 2904966895188855424;9881;0,39291954;13,30554475;0,670040423;0,510384917
Gaia EDR3 2905219718441188864;9882;0,7260227;14,3074658;0,671567926;0,504181266
Gaia EDR3 290678477446232960;9883;0,3221798;13,1784031;0,712178922;0,398381144
Gaia EDR3 2911288266709958272;9884;0,24708939;12,87248655;0,673502209;0,266955793
Gaia EDR3 2920188332305767424;9885;0,58930016;13,85151281;0,648576325;0,530121207
Gaia EDR3 2921939029699693312;9886;0,5528927;13,90896012;0,760199505;0,437779397
Gaia EDR3 2923575064339058432;9887;0,82654953;14,52456458;0,726297231;0,482277185
Gaia EDR3 2924972650995831552;9888;7,75E-02;12,31453327;0,649903726;0,22732988
Gaia EDR3 2926484273328474624;9889;0,42695236;13,40341444;0,684203812;0,402062535
Gaia EDR3 2928394155085038464;9890;0,6221962;13,80055108;0,589251624;0,517102361
Gaia EDR3 293138458619500800;9891;0,27919197;12,9619342;0,671729823;0,400140762
Gaia EDR3 2932666582393510528;9892;0,4009056;13,63407747;0,812114561;0,473171294
Gaia EDR3 2935415125246460032;9893;0,85557556;14,21108951;0,504097271;0,680248857
Gaia EDR3 2935446392608812032;9894;0,38370705;13,36296106;0,704782051;0,502036333
Gaia EDR3 293639457964733696;9895;0,7155094;13,86384111;0,567970119;0,485965282
Gaia EDR3 293746905161696640;9896;0,28211784;13,2309872;0,782432657;0,323200226
Gaia EDR3 2941278099195909504;9897;0,19454575;12,68025638;0,657068551;0,183972239
Gaia EDR3 2942091870941465856;9898;0,25655174;12,96140263;0,700291204;0,26460892
Gaia EDR3 2945908451899344640;9899;0,4274273;13,65107161;0,788823146;0,419051558
Gaia EDR3 2952520330714204160;9900;0,37306213;13,38853986;0,743232166;0,488795578
Gaia EDR3 2957248776169007616;9901;0,6573849;14,0356724;0,706424145;0,473881066
Gaia EDR3 2957830112880528640;9902;0,54761124;13,73302284;0,690380629;0,436200917
Gaia EDR3 2958694294660221440;9903;5,67E-02;12,15306806;0,607980243;0,105698586
Gaia EDR3 2959844589980615936;9904;0,20432663;13,6146767;1,004820043;0,411537319
Gaia EDR3 2961053640454737664;9905;0,17201996;13,10345749;0,860428584;0,384997249
Gaia EDR3 2962456960890266752;9906;0,44999313;13,74920113;0,803798382;0,373029053
Gaia EDR3 2966788379570290816;9907;0,48548698;13,81566073;0,75807158;0,507303596
Gaia EDR3 2967199704297025664;9908;0,20905304;13,01442077;0,78072495;0,132933915
Gaia EDR3 2968288903704831488;9909;0,37634468;13,33504112;0,715864114;0,455058873
Gaia EDR3 2973540343036818560;9910;0,5071678;13,83714448;0,778337931;0,449689567
